objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,specobjid,class,redshift,plate,mjd,fiberid
1237650795672961436,122.95536720541,-0.405828103779546,19.26396,18.27518,17.95238,17.83367,17.83212,1239,301,3,17,19.6968,48.96971,65.92461,73.5409,73.63895,1293710995268593664,STAR,0.0006841275,1149,53003,189
1237665129094185229,221.019677658379,30.1356299258142,19.27408,17.95373,17.35033,16.97891,16.75624,4576,301,5,652,19.51394,65.84283,114.7805,161.5983,198.3793,2407349710844094464,GALAXY,0.07866529,2138,53757,639
1237660764301754536,132.198759566606,30.8083052047397,17.80572,16.5875,16.03357,15.69787,15.48221,3560,301,3,165,75.45911,231.7401,385.9878,525.8392,641.3828,1429941310382434304,GALAXY,0.05388642,1270,52991,176
1237664338787041292,168.604215506298,36.8708087840276,18.03987,16.72027,16.055,15.66166,15.41688,4392,301,5,146,60.82048,205.0648,378.443,543.6713,681.1587,2285608755431237632,GALAXY,0.05818246,2030,53499,116
1237665351858192613,226.622969024922,25.5808745467339,19.17034,18.11595,17.71095,17.41137,17.375,4628,301,4,81,21.47073,56.70457,82.34159,108.5056,112.1966,2423082899566782464,GALAXY,0.1078256,2152,53874,532
1237662224069165175,189.839352559004,39.1186842608103,19.36515,18.08467,17.60859,17.30911,17.1253,3900,301,2,400,17.94378,58.36203,90.48264,119.222,141.2105,2251912022507677696,GALAXY,0.06274097,2000,53495,408
1237658493340942412,151.846424144676,8.82063428008901,19.22996,18.32232,18.02312,17.93572,17.90826,3031,301,5,213,20.32343,46.8889,61.76643,66.9435,68.65092,6005689565654044672,STAR,0.0006339805,5334,55928,507
1237653664717996216,140.958912489374,1.67260478692645,18.82868,18.68503,18.57114,18.45155,18.31095,1907,301,3,122,29.41163,33.57273,37.28552,41.62669,47.37122,532560858782394368,QSO,2.054558,473,51929,37
1237664289934082124,198.309611301051,14.0257221104014,18.99387,18.13677,17.81471,17.49933,17.43277,4381,301,2,181,25.26026,55.62766,74.83673,100.0612,106.3823,1996307723339196416,GALAXY,0.08021268,1773,53112,317
1237661381699567701,148.513970010495,35.2176523611653,19.33064,18.3848,18.12964,18.02233,18.01643,3704,301,1,108,18.52338,44.26664,55.994,61.81065,62.13943,2193357528975304704,STAR,0.0009673395,1948,53388,380
1237665099003134087,148.850668374849,30.2505305407248,19.57738,19.55037,19.41505,19.30022,19.2595,4569,301,5,251,14.75737,15.12988,17.13793,19.04911,19.75116,12811655313704112128,QSO,1.46645,11379,58438,146
1237659150461173793,228.956071549523,51.8645406111981,19.0883,17.38981,16.62056,16.26758,16.01231,3184,301,5,64,23.15593,110.6812,224.7887,311.1479,393.6185,1311826543814666240,GALAXY,0.05696253,1165,52703,557
1237658423545430262,140.821913656084,5.37148452745462,19.5137,17.93308,17.14599,16.74909,16.41314,3015,301,3,178,15.64898,67.10696,138.5494,199.6937,272.1069,1115810283806287872,GALAXY,0.09081818,991,52707,158
1237659324955230446,245.470709143943,39.5849192548555,18.30104,17.39334,17.11614,16.8585,16.81931,3225,301,2,232,47.81695,110.322,142.4114,180.5506,187.1843,1319637750235817984,GALAXY,0.06186048,1172,52759,302
1237661125610438874,122.348312539322,23.3114756357438,19.36013,18.98815,18.98451,18.75219,18.78294,3644,301,4,82,18.0269,25.39419,25.47914,31.55813,30.65981,1783538476633843712,QSO,0.6250878,1584,52943,411
1237661849844842528,144.187834724275,35.9918255535775,18.93168,17.41685,16.803,16.45788,16.23805,3813,301,1,14,26.74943,107.9592,190.0211,261.1243,319.7259,3628856295479681024,GALAXY,-0.0001573045,3223,54865,294
1237661465993478512,251.219334799641,25.4316717361923,19.5132,17.81556,16.93882,16.47583,16.14994,3723,301,6,187,15.65621,74.77808,167.6764,256.8419,346.7533,1602186406896101376,GALAXY,0.05474215,1423,53167,112
1237660764303196283,135.390680045277,32.6203080442494,18.90868,16.94931,16.05362,15.62561,15.29239,3560,301,3,187,27.32229,166.0648,378.9235,562.0266,763.9162,1432203555523028992,GALAXY,0.05454805,1272,52989,214
1237661972265828534,200.053934515752,7.78878685627157,19.22847,17.92802,17.34487,16.98499,16.71644,3841,301,5,234,20.35126,67.42056,115.359,160.6961,205.7865,2023414556658788352,GALAXY,0.05181101,1797,54507,627
1237648722830688271,155.600556206058,1.19823180703168,15.82069,14.82276,14.3413,14.1126,13.92004,756,301,6,266,469.5954,1177.319,1834.34,2264.442,2703.854,566339231551612928,GALAXY,0.02162867,503,51999,42
1237654881278885896,226.334146342963,4.48056994115466,17.11836,15.09422,14.15604,13.66958,13.2821,2190,301,5,296,142.1202,916.8831,2175.615,3405.4,4865.845,663314233915631616,GALAXY,0.03500088,589,52055,579
1237652900222861434,26.9975864722563,-9.56372199571414,18.94374,17.68863,17.14244,16.84757,16.63241,1729,301,3,260,26.45406,84.05196,139.0029,182.3774,222.3466,747614342169520128,GALAXY,0.04077164,664,52174,61
1237658300599959707,140.458116459923,6.39601826972525,19.3424,19.65855,20.18971,20.46728,21.15515,2986,301,6,147,18.32384,13.69494,8.395107,6.497615,3.29227,2704490811134863360,STAR,-8.728385e-05,2402,54176,288
1237661360767696902,221.423755078746,40.4807612810761,19.15552,19.117,19.10626,18.86362,18.86389,3699,301,2,201,21.76576,22.55234,22.77637,28.47977,28.4546,5823352881894674432,QSO,1.900647,5172,56071,722
1237657606425542894,127.940290946412,38.7991195390979,19.31748,18.79111,18.70664,18.28191,18.41831,2825,301,1,142,18.74928,30.44744,32.91088,48.66635,42.90901,932332847790843904,GALAXY,0.08989384,828,52317,319
1237657630580736346,120.623757112348,30.8636628292817,18.21526,16.8405,16.16694,15.78257,15.51193,2830,301,6,81,51.7479,183.5691,341.37,486.3782,624.0603,1194608157893093376,GALAXY,0.04693992,1061,52641,103
1237660962938355900,135.014658209481,33.5036355219524,18.06481,16.9116,16.36622,16.01916,15.85811,3606,301,5,79,59.43954,171.9333,284.126,391.1436,453.6865,1432242313307908096,GALAXY,0.05400636,1272,52989,355
1237652943164014758,333.525048798095,12.709990567521,18.69158,18.04904,17.82713,17.64253,17.63462,1739,301,3,130,33.37038,60.30892,73.98588,87.69762,88.33261,827712120773699584,GALAXY,0.1299579,735,52519,639
1237658613593931865,177.296172078009,50.3778167054185,19.40012,18.42731,18.13643,18.06135,18.01666,3059,301,5,120,17.375,42.56696,55.64526,59.62905,62.12618,3572586588636553216,STAR,1.601823e-05,3173,54849,386
1237664818216566876,191.111195891694,36.8055012663335,18.26224,17.04164,16.48603,16.11023,15.87296,4504,301,2,204,49.55664,152.5259,254.4412,359.673,447.5238,2276695844801505280,GALAXY,0.06355338,2022,53827,459
1237664667885699261,125.672160379965,22.6277076260723,17.62992,16.69143,16.36632,16.23166,16.21342,4469,301,2,97,88.72198,210.5863,284.1001,321.6162,327.0609,5030567337025359872,STAR,-0.0001104207,4468,55894,169
1237661121313636706,47.5925093814815,41.3720612890313,18.08027,18.09047,18.45353,18.74192,19.12794,3643,301,4,54,58.59874,58.05116,41.55135,31.85789,22.30216,2721405416260003840,STAR,-0.0003258159,2417,53766,383
1237662224600924280,174.795773520116,39.3339036599304,16.90464,15.28338,14.46945,14.01607,13.70919,3900,301,3,322,173.0387,770.2808,1630.124,2474.988,3283.406,2220313157350483968,GALAXY,0.02375681,1972,53466,140
1237664133164302446,157.994836160928,14.5819196161303,17.29865,15.98118,15.32292,14.94143,14.69432,4344,301,6,128,120.3762,405.0683,742.7346,1055.423,1325.171,2918366988369684480,GALAXY,0.06727845,2592,54178,125
1237664820353499139,160.844536230175,36.1157007248461,17.90798,17.01174,16.75212,16.68017,16.66663,4504,301,6,43,68.6762,156.7845,199.136,212.7808,215.4475,11565493569331679232,STAR,0.001058488,10272,58172,908
1237652599030350199,325.916698280386,-8.37794348888411,19.5899,17.85867,16.93693,16.48901,16.10942,1659,301,2,139,14.58813,71.86731,167.9688,253.7443,359.9399,1326372260063242240,GALAXY,0.08390715,1178,52825,226
1237658311333052549,196.500926882116,58.938111880931,19.44391,17.37995,16.48187,16.07382,15.74487,2989,301,2,81,16.68802,111.6919,255.4177,371.938,503.56,1078686093345318912,GALAXY,0.06829902,958,52410,269
1237656529456398453,261.882149136368,58.4758491493082,17.35639,15.44381,14.54912,14.13311,13.7674,2574,301,3,49,114.1411,664.4705,1514.789,2222.065,3111.992,412126403866159104,GALAXY,0.02618651,366,52017,171
1237654669735231506,149.124931623138,-0.400168343096274,17.60277,15.66209,14.99729,14.75617,14.64897,2141,301,3,44,90.96865,543.4579,1002.498,1251.796,1381.695,3211142750456014848,STAR,-3.03382e-05,2852,54468,277
1237661358073380963,159.119284026347,44.9252146287868,19.35703,19.24973,18.96478,18.96953,19.15276,3698,301,5,49,18.07839,19.95709,25.9465,25.83259,21.79697,1609078142809434112,QSO,1.320054,1429,52990,608
1237661088033210531,130.30426849143,28.9908578308457,19.388,19.30153,18.96698,18.84269,18.88013,3635,301,6,139,17.57001,19.02727,25.89403,29.03414,28.03156,10821255312998420480,QSO,1.148199,9611,58107,841
1237664091826618372,133.008303928124,26.1040698524662,17.77536,16.85599,16.59326,16.48615,16.43154,4335,301,1,149,77.59842,180.969,230.5126,254.4128,267.5357,2176469580011038720,STAR,-0.0004409601,1933,53381,382
1237655108371611658,157.548707385591,56.9542282525085,18.84668,17.28551,16.64936,16.36037,16.22309,2243,301,4,240,28.92792,121.8415,218.9046,285.6614,324.1603,3577141315286179840,STAR,-0.0001935091,3177,54833,572
1237655126083829876,186.367226075152,5.55671533587926,19.45042,18.20232,17.7226,17.54691,17.46335,2247,301,5,171,16.58832,52.36875,81.46236,95.77097,103.4279,3662670127599558656,STAR,0.0003523841,3253,54941,428
1237661948656943165,215.182870927834,9.95814361214392,18.10605,17.10786,16.66106,16.40989,16.39902,3836,301,1,439,57.22398,143.5008,216.5591,272.9238,275.6697,3730229345663426560,STAR,1.82564e-05,3313,54999,447
1237651274026647940,112.444523985504,37.813308862471,18.40809,16.67859,15.83573,15.39382,15.09763,1350,301,6,43,43.32696,213.0896,463.1342,695.7772,914.0061,1951187063579633664,GALAXY,0.06568552,1733,53047,9
1237660615049478294,174.730504928171,10.5559761532204,19.54482,18.27542,17.46293,16.9845,16.71338,3525,301,5,132,15.20671,48.95866,103.4733,160.7682,206.3679,1378226052056246272,GALAXY,0.1697488,1224,52765,453
1237662498931212407,236.351345559834,38.3313343449742,16.9233,15.87082,15.74793,15.72392,15.74479,3964,301,2,158,170.0909,448.4055,502.1453,513.3704,503.5962,1891525090835720192,STAR,-0.0003350913,1680,53171,48
1237657632725598270,143.925878393394,48.9739571073014,19.08597,17.3863,16.70375,16.44755,16.30414,2831,301,2,41,23.20573,111.0403,208.2099,263.6202,300.8429,1014473243769202688,STAR,2.769719e-05,901,52641,136
1237661968504979606,188.457262923558,43.4092883017644,19.33964,17.6002,16.76852,16.29913,16.07741,3840,301,6,192,18.37049,91.18433,196.151,302.2362,370.7103,1637173690233808896,GALAXY,0.07341696,1454,53090,419
1237657401335611589,117.906206280074,28.831113002038,17.49902,16.02802,15.50043,15.40785,15.24737,2777,301,3,62,100.0905,387.9634,630.7047,686.8466,796.2567,2313891222013372416,STAR,2.839848e-06,2055,53729,607
1237662264316592355,214.562675214003,9.33094355482165,19.35316,18.14962,17.63693,17.32863,17.12593,3909,301,5,127,18.14304,54.97327,88.1507,117.0972,141.129,2038045196171634688,GALAXY,0.08401979,1810,53794,605
1237660584978284642,145.504042571912,8.57047758190453,19.48264,19.06707,18.99692,19.01749,18.84998,3518,301,5,34,16.1031,23.61374,25.18977,24.71624,28.82193,5983033304332652544,QSO,2.246051,5314,55952,4
1237654601019031668,132.895030574364,2.85163596563678,18.02283,16.49457,15.95898,15.7729,15.71669,2125,301,3,94,61.78262,252.4479,413.4365,490.7266,516.8006,3251682294951340032,STAR,0.0001085902,2888,54529,303
1237660635999568005,169.724338208491,46.7783311521732,19.17179,18.18747,17.91836,17.81306,17.77648,3530,301,4,317,21.44209,53.08978,68.02274,74.95032,77.51199,8312769264345174016,STAR,-0.0003869476,7383,56749,910
1237656241700012319,339.036755378441,13.34258466365,19.39375,18.44421,18.13182,18.02416,17.95978,2507,301,3,147,17.47719,41.90946,55.88151,61.70641,65.46849,5677922130102341632,STAR,-0.00103904,5043,56187,32
1237660635449065556,132.353400815865,33.3726821123597,17.43954,15.50148,14.57696,14.12395,13.82211,3530,301,3,109,105.726,630.0959,1476.44,2240.887,2959.062,1362389510129739776,GALAXY,0.06623797,1210,52701,184
1237657873255432210,141.477932052862,40.0706013136156,17.91868,17.51873,17.6808,17.46636,17.27667,2887,301,2,219,68.00297,98.28965,84.66017,103.1466,122.8329,1056104878289479680,QSO,0.4712937,938,52708,39
1237665129099755569,234.139139160085,25.1418486918161,19.33113,18.24125,17.6976,17.37873,17.1792,4576,301,5,737,18.51495,50.52437,83.36017,111.8173,134.3711,2437676718123673600,GALAXY,0.03533834,2165,53917,376
1237652933493391620,310.674046495579,-7.00061629074975,19.12853,17.50403,16.86472,16.78814,16.51554,1737,301,1,24,22.31358,99.62949,179.5193,192.6386,247.6174,713822226511587328,STAR,-0.000207643,634,52164,6
1237661416065269892,212.942991462212,52.8614556737154,19.27317,17.48952,16.53555,16.0715,15.71381,3712,301,1,199,19.53027,100.97,243.0965,372.733,518.1736,1175605845283596288,GALAXY,0.07396954,1044,52468,605
1237659162814382373,247.057146353281,36.6239915731307,17.66495,16.41884,15.90365,15.55323,15.38825,3187,301,4,143,85.90488,270.6841,435.0505,600.7709,699.3574,1506591010942117888,GALAXY,0.07426562,1338,52765,498
1237662236942401653,214.726275732048,8.266788658042,17.7572,16.55043,16.12204,15.98581,15.95409,3903,301,2,222,78.90741,239.7878,355.7808,403.3452,415.3007,3730158702041341952,STAR,-0.0002408987,3313,54999,190
1237654606943092850,175.474985249024,6.12193763449442,19.32391,17.25338,16.25273,15.81478,15.4794,2126,301,6,376,18.63858,125.5014,315.4341,472.1572,643.0394,943659467847788544,GALAXY,0.101884,838,52378,565
1237657628986310740,163.149518550358,50.0845631091521,19.47066,19.46073,19.23802,19.23786,19.37821,2830,301,3,328,16.28185,16.43221,20.17331,20.17537,17.69934,9189649033043660800,QSO,1.145613,8162,56993,196
1237662665888891266,246.149464371338,24.2621404400964,18.02053,16.55096,15.81931,15.4222,15.1824,4003,301,1,18,61.91364,239.6704,470.1927,677.8315,845.3536,1772195098990241792,GALAXY,0.05071113,1574,53476,104
1237648703505367091,188.097442461041,-0.659990852036188,18.26932,17.17629,16.75179,16.57637,16.50665,752,301,2,297,49.23439,134.7359,199.1974,234.1271,249.6538,3259562220547237888,STAR,0.0002284241,2895,54567,298
1237651211214061878,257.469367706638,56.9931623665059,19.59601,18.63962,18.45102,18.20045,18.08427,1336,301,1,63,14.50626,35.00658,41.64753,52.4586,58.37445,399778334688438272,GALAXY,0.05132288,355,51788,305
1237664854187180294,230.949648524749,28.9177201979419,18.95169,17.46019,16.81041,16.28732,16.17885,4512,301,5,208,26.26096,103.7348,188.7274,305.544,337.6426,2078569077961418752,QSO,0.08699299,1846,54173,574
1237662301368025284,233.602558587777,40.2072177527214,19.22741,17.38501,16.56753,16.17868,15.87247,3918,301,2,239,20.37122,111.1719,236.0419,337.6982,447.7266,1890411285187684352,GALAXY,0.06711876,1679,53149,92
1237661970108973071,178.433642077482,6.39448944555113,16.89181,15.67177,15.26555,15.11269,15.06666,3841,301,1,91,175.0957,538.6332,783.033,901.4094,940.4492,3654844903311122432,STAR,7.677422e-05,3246,54939,632
1237662637975994527,217.125161869047,13.5570266724618,19.39655,17.35524,16.3215,15.8682,15.52083,3996,301,5,85,17.43218,114.2626,296.0753,449.4904,618.9665,6151010644365955072,GALAXY,0.1026159,5463,56003,798
1237648704582844560,196.56568988736,0.171451723350034,19.50415,18.1993,17.45359,17.08136,16.84905,752,301,4,354,15.78729,52.51421,104.367,147.0464,182.1257,331133628065015808,GALAXY,0.08485544,294,51986,433
1237665102746353727,210.591617055135,32.6665990963604,18.39038,17.51929,17.23663,17.16023,17.12577,4570,301,4,24,44.03984,98.2391,127.4525,136.7433,141.1494,4348400351092953088,STAR,-0.000274482,3862,55276,636
1237651191892410602,125.138451711106,47.8580342980705,19.34105,19.2847,18.83775,18.67372,18.58845,1331,301,5,150,18.34659,19.32456,29.16706,33.92354,36.68126,3573714412218982400,QSO,1.415013,3174,54821,393
1237651250941133011,116.163299958964,37.361184963528,17.52493,17.29601,16.8254,15.92481,15.28474,1345,301,3,42,97.72951,120.6691,186.1406,426.6528,769.3126,4128910897019375616,STAR,-8.630413e-05,3667,55566,858
1237652901280678003,350.059804485817,-9.15006920151473,18.34883,16.75726,15.99186,15.55859,15.20663,1729,301,5,17,45.7576,198.1959,401.1033,597.8108,826.698,726341266559756288,GALAXY,0.08318945,645,52203,494
1237656240623583402,332.87564534056,11.6858306751384,18.48909,17.37663,16.63465,16.15317,15.89403,2507,301,1,106,40.21228,112.0332,221.8904,345.7259,438.92,827539222570231808,QSO,0.06076732,735,52519,10
1237659326562762975,240.255826765543,45.5821709380063,19.5505,17.89327,17.0995,16.72186,16.4618,3225,301,5,185,15.12734,69.61338,144.6107,204.7659,260.1815,1316329319647176704,GALAXY,0.05966116,1169,52753,554
1237658206121951269,184.355171559291,51.1084438921955,18.8222,18.74766,18.63034,18.64652,17.93616,2964,301,6,319,29.58773,31.69075,35.30685,34.784,66.90877,1092268085655660544,QSO,0.3047417,970,52413,528
1237654380908576784,153.112349204685,57.2460566303645,17.25186,16.26729,15.71231,15.43632,15.18018,2074,301,1,195,125.6774,311.2321,518.8885,669.0692,847.0834,1065191512209385472,GALAXY,0.02419574,946,52407,328
1237662237477372111,210.275610729925,9.00640154555405,19.4245,18.22077,17.60751,17.17995,16.91737,3903,301,3,193,16.98906,51.48641,90.57241,134.2822,171.0186,2034541608761845760,GALAXY,0.07380805,1807,54175,147
1237656496170729883,320.947211142855,11.4472342416191,18.70985,17.52431,17.00435,16.64668,16.53403,2566,301,5,54,32.81343,97.78594,157.8548,219.4455,243.4354,822012251606116352,GALAXY,0.08650707,730,52466,383
1237659161202065448,242.460798202231,38.4682216282897,18.03139,16.01904,15.08556,14.70264,14.47172,3187,301,1,117,61.29733,391.1865,924.2251,1315.057,1626.711,3903520349660225536,STAR,-8.793605e-05,3467,54999,92
1237655464853700639,231.301292582326,53.2385021740431,19.12501,18.06987,17.64264,17.4673,17.38112,2326,301,4,237,22.38612,59.16319,87.68855,103.0576,111.5667,3860802398389903360,STAR,-0.0001337638,3429,54976,333
1237651539800555592,245.519161543469,51.0164737000335,18.04299,17.13495,16.86709,16.7435,16.73385,1412,301,5,391,60.64605,139.9647,179.1281,200.7234,202.5128,7107910673884270592,STAR,-0.0007149878,6313,56460,380
1237664289387773963,176.022590236094,13.8311352721056,17.67343,16.66044,16.17915,15.97371,15.85603,4381,301,1,37,85.23659,216.6823,337.5517,407.8634,454.5553,3653636264399314944,STAR,-7.782701e-05,3245,54894,331
1237661872955719816,229.682150332285,35.6088497032601,19.23163,17.30357,16.28239,15.85172,15.46774,3818,301,4,402,20.29208,119.832,306.9332,456.3655,649.9844,1523349772507834368,GALAXY,0.1123371,1353,53083,26
1237662662675464487,229.308641386145,30.9812891538416,19.47608,18.01441,17.29654,16.87972,16.60566,4002,301,3,137,16.20077,62.26398,120.6101,177.0567,227.8943,1856640885052172288,GALAXY,0.1177733,1649,53149,116
1237658803111657582,184.807208570672,55.9768565722848,19.25506,18.84242,18.89594,19.05271,18.72844,3103,301,6,155,19.85892,29.04206,27.6451,23.9272,32.24016,1147414096279267328,QSO,0.7968683,1019,52707,444
1237648705677820519,245.070085511236,1.03160195720341,18.46841,17.46578,16.99727,16.6327,16.4792,752,301,6,678,40.98552,103.2022,158.8877,222.2896,256.0448,389716702188824576,GALAXY,0.05746473,346,51693,565
1237657190370115679,4.11740559797431,-0.472884405776021,19.35408,18.15848,17.83026,17.52157,17.57974,2728,301,2,440,18.12764,54.52623,73.77276,98.03219,92.91291,438019349219928064,GALAXY,0.03885331,389,51795,161
1237665127491961266,239.878357005768,21.0996066181353,19.59907,18.06722,17.25089,16.87935,16.59808,4576,301,2,780,14.46543,59.30772,125.7895,177.116,229.4895,2446686940313970688,GALAXY,0.1155435,2173,53874,387
1237663716017963096,8.32396939245609,0.501935960211783,17.01657,15.70112,15.20608,15.00259,14.92793,4247,301,5,164,156.0887,524.2681,827.1222,997.6176,1068.633,1276882139148740608,STAR,5.625395e-05,1134,52644,406
1237661068166955072,132.79669737779,8.19802749609346,19.05332,18.87886,18.85398,18.9821,18.97791,3631,301,1,108,23.9142,28.08359,28.73428,25.53525,25.61381,1462652605623724032,QSO,0.8698186,1299,52972,395
1237661923405922330,141.45459132831,10.5482535651627,18.21247,17.04274,16.63722,16.48014,16.43539,3830,301,2,163,51.88091,152.3721,221.3658,255.8262,266.5889,3736953957369618432,STAR,0.000152458,3319,54915,335
1237663783656292504,350.34079374747,-0.366406611072534,17.77586,16.46474,15.91892,15.63688,15.42895,4263,301,3,51,77.56306,259.4788,428.9765,556.221,673.6271,430102590974355456,GALAXY,0.03356603,382,51816,32
1237662637441941769,223.566104937929,12.0514415032826,19.2767,18.37764,18.11527,18.04925,18.02824,3996,301,4,128,19.46689,44.5598,56.74025,60.29689,61.46698,6164552229707862016,STAR,-6.325394e-05,5475,56011,910
1237655369295462526,217.859490705119,57.7155225572787,19.00787,17.51726,16.65669,16.26362,15.92297,2304,301,2,310,24.93658,98.42262,217.4313,312.2855,427.3775,888345511151560704,GALAXY,0.1187906,789,52342,38
1237662504291467309,234.293831813694,38.3143902139867,18.97772,18.77567,18.77814,18.82925,18.6715,3965,301,4,29,25.63892,30.88363,30.81332,29.39578,33.97774,1457050315328088064,QSO,0.7458757,1294,52753,494
1237664668445573213,184.906106747327,39.9127339978794,19.40469,18.25551,17.82582,17.56832,17.39203,4469,301,3,448,17.30191,49.86483,74.07487,93.90097,110.4503,2236125234220525568,GALAXY,0.06032142,1986,53475,320
1237651737381306510,211.388677952393,2.96683252039403,18.96374,19.0142,18.75132,18.62411,18.0962,1458,301,5,578,25.97124,24.79205,31.58381,35.50946,57.73647,599092583330768896,QSO,0.3022892,532,51993,414
1237664087534731688,71.6054584981111,23.0808539704884,18.51765,16.90557,16.07854,15.71948,15.49197,4334,301,1,196,39.16829,172.8906,370.3242,515.475,635.6375,3018660044683110400,STAR,-0.0001439082,2681,54397,445
1237665567145656353,218.870508060466,21.8752762341509,17.06917,15.64587,15.09645,14.90032,14.83545,4678,301,5,115,148.707,551.6375,915.0014,1096.152,1163.646,3337269381297104896,STAR,4.251248e-05,2964,54632,371
1237662300823027722,210.065548963077,48.6669350355422,18.83297,17.4038,16.43637,15.97264,15.68105,3918,301,1,115,29.29557,109.2645,266.3502,408.2674,534.0444,1881452194549491712,GALAXY,0.1633363,1671,53446,267
1237655107303178303,180.195724556564,59.184464186781,19.3033,18.46119,17.7769,17.40272,17.21862,2243,301,2,321,18.99571,41.25926,77.48876,109.3729,129.5804,1072990348252309504,GALAXY,0.2052668,953,52411,28
1237662264317247534,216.092480886329,9.02514411221744,19.11918,17.74257,17.2094,17.00355,16.91268,3909,301,5,137,22.5066,79.97843,130.6897,157.9714,171.7596,3730267828570398720,STAR,6.891601e-05,3313,54999,587
1237660241388437600,52.3198052243254,0.50932644836156,18.00884,16.71556,16.21018,15.99068,15.90043,3438,301,5,149,62.58349,205.9567,328.041,401.5386,436.3434,1198121371348002816,STAR,0.0001197568,1064,52577,596
1237659133818831070,215.975926319354,51.961758988888,19.12077,17.95223,17.37796,16.99736,16.81303,3180,301,6,74,22.4738,65.93369,111.8966,158.8755,188.2696,1493012592078120960,GALAXY,0.1018298,1326,52764,252
1237662526305534042,191.595613821157,15.4355632401469,18.78969,16.86711,15.96307,15.54977,15.21475,3970,301,5,65,30.48696,179.125,411.8813,602.6869,820.5399,1992950090695731200,GALAXY,0.06887908,1770,53171,390
1237662262169042981,214.212480040894,7.61025475947989,17.7848,16.58816,16.71934,16.80574,16.9055,3909,301,1,126,76.92731,231.5996,205.2419,189.5415,172.8988,3730185914954129408,STAR,0.0003919508,3313,54999,289
1237662224063922333,174.527445129026,38.7731450382571,19.03571,17.26778,16.4279,16.07488,15.78723,3900,301,2,320,24.3053,123.8476,268.4355,371.5748,484.2917,2220329650024900608,GALAXY,0.1132484,1972,53466,200
1237661356469846116,182.231684484245,46.6871659166997,19.03602,17.09601,16.15904,15.74787,15.42496,3698,301,2,157,24.2984,145.0766,343.8615,502.1706,676.1046,1631443585821861888,GALAXY,0.1009554,1449,53116,53
1237661968506093627,191.985046572863,43.2608984635301,18.48378,16.82255,16.02322,15.61736,15.29343,3840,301,6,209,40.40947,186.6293,389.6826,566.3117,763.1822,1545927418814949376,GALAXY,0.0405137,1373,53063,243
1237662236948693099,229.106414250383,6.68985897462203,19.28655,18.18206,17.80085,17.58388,17.64423,3903,301,2,318,19.29117,53.35495,75.79854,92.56458,87.55414,2046950703099832320,GALAXY,0.03393874,1818,54539,235
1237662307797237847,207.274895042346,41.343186309881,17.50969,16.44467,15.98387,15.77263,15.67482,3919,301,6,37,99.11141,264.3219,404.0656,490.8498,537.1174,3805616535419068416,STAR,-0.000847386,3380,54977,272
1237652899699818646,58.6986641217729,-6.76386204738685,15.29082,14.3622,14.07132,13.97438,13.95445,1729,301,2,471,765.0193,1799.374,2352.195,2571.861,2619.509,8166263185701359616,STAR,-0.0003073546,7253,56598,404
1237662223533932633,194.670664299282,38.3458506934234,18.20767,16.48822,15.71579,15.36491,15.08072,3900,301,1,425,52.11092,253.9298,517.2316,714.5576,928.3533,2239589525464573952,GALAXY,0.03630948,1989,53772,635
1237664093969252433,121.954817296142,21.3562119852212,19.36464,18.81976,18.65346,18.57176,18.36086,4335,301,5,75,17.95219,29.6546,34.56298,37.26368,45.242,5045360162036273152,QSO,2.223317,4481,55630,737
1237654653101146140,126.13968868034,42.2652963409805,18.55234,16.60603,15.69101,15.27208,14.91998,2137,301,4,180,37.9366,227.8181,529.1691,778.3344,1076.482,856929751774816256,GALAXY,0.05814486,761,54524,436
1237664286172250347,133.587438748698,9.34091897165037,17.6445,16.1823,15.43459,15.02291,14.73429,4380,301,3,124,87.53882,336.5735,670.1394,979.1155,1277.268,1981756786021001216,GALAXY,0.05408404,1760,53086,629
1237661383310901368,149.756764904807,36.9518659313205,19.08562,17.66166,17.02943,16.64314,16.40177,3704,301,4,119,23.21325,86.16551,154.2511,220.1624,274.9714,1797077863741024256,GALAXY,0.1013703,1596,52998,515
1237658312943140938,194.424689882755,60.4743323019153,19.47568,17.98455,17.0689,16.61676,16.3136,2989,301,5,73,16.20669,63.99967,148.7443,225.5765,298.2345,1077611320527841280,GALAXY,0.1550804,957,52398,455
1237663542611017862,334.371267504056,-0.521192947374844,18.84025,17.59752,17.1203,16.94099,16.87463,4207,301,2,200,29.0998,91.40935,141.8661,167.3407,177.8849,1281356886393776128,STAR,-0.0004548389,1138,53228,301
1237664877801111765,139.562059252892,27.3451742275802,18.919,17.7576,17.3651,17.08213,16.98765,4518,301,1,80,27.06381,78.87893,113.2295,146.942,160.299,2180902811011672064,GALAXY,0.1039142,1937,53388,126
1237662193993842822,197.870196480425,41.2722926018911,18.10002,17.12605,16.82975,16.67255,16.69226,3893,301,2,239,57.54252,141.1172,185.3965,214.2798,210.4213,3792116731267358720,STAR,-0.000434589,3368,54954,312
1237662195062538256,182.28792954961,42.8814653862026,17.87643,16.92178,16.63299,16.53708,16.55185,3893,301,4,162,70.70122,170.3289,222.2306,242.7544,239.4725,1630462821516994560,STAR,-6.570399e-05,1448,53120,581
